filename,composer,rh_bin_16th,rh_bin_8th,rh_bin_qtr,rh_bin_half,rh_bin_whole,rh_mean_dur,rh_var_dur,rh_mean_ioi,rh_var_ioi
chopin_op33_4.mid,chopin,0.6268364348677767,0.6797257590597453,0.4201762977473066,0.0416258570029383,0.0,0.8819784524975515,0.3759664415859841,0.6578431372549022,0.40053489042675666
chopin_op35_2.mid,chopin,0.0676056338028169,0.8338028169014085,0.4295774647887324,0.06830985915492958,0.0,0.9623239436619718,0.38053474013092636,1.3427362482369534,21.99854032676787
chopin_op35_3.mid,chopin,0.4293785310734463,1.4519774011299436,0.10734463276836158,0.029661016949152543,0.0,0.6177024482109227,0.15332284429406992,0.6053748231966054,1.5962158071737669
chopin_op35_1.mid,chopin,3.3438639125151886,0.09234507897934387,0.07351154313487242,0.021567436208991493,0.0,0.42157756176589967,0.19877009804114854,0.4243161094224928,2.855433718379495
chopin_op25_e4.mid,chopin,2.472361809045226,0.24623115577889448,0.17587939698492464,0.03391959798994975,0.0,0.6469849246231156,0.6354306078129341,0.6505037783375315,0.108173549733835
chopin_op33_2.mid,chopin,0.6528189910979229,0.9812067260138477,0.29080118694362017,0.027695351137487636,0.0,0.7540389053742174,0.3247927321933756,0.4227722772277226,0.1867338986373904
chopin_op35_4.mid,chopin,0.7388825541619156,1.628278221208666,0.0011402508551881414,0.0,0.0,0.4847966552641582,0.007687267025427314,0.1688533941814038,0.03309720212339047
chopin_op25_e1.mid,chopin,2.4713375796178343,0.008492569002123142,0.3673036093418259,0.004246284501061571,0.0,0.5610403397027601,0.22358299412642385,0.4127659574468085,0.5974434133091895
chopin_op25_e3.mid,chopin,2.2828784119106698,0.8535980148883374,0.0024813895781637717,0.0,0.0,0.38844086021505375,0.031245969965402513,0.25838509316770186,0.10916882064735156
chopin_op53.mid,chopin,3.3790849673202614,0.16993464052287582,0.06045751633986928,0.004901960784313725,0.0,0.34645562770562766,0.07864048576558577,0.8524390243902439,7.021168396236759
chopin_op25_e2.mid,chopin,3.929113924050633,0.030379746835443037,0.0,0.0012658227848101266,0.0,0.3400673400673383,0.008056505005158204,0.3468354430379735,0.030021631148854203
chopin-p7.mid,chopin,0.631578947368421,0.10526315789473684,0.5789473684210527,0.10526315789473684,0.0,1.118421052631579,0.33137119113573404,2.5555555555555554,5.184413580246914
chopin-p6.mid,chopin,0.8421052631578947,1.2140350877192982,0.16140350877192983,0.010526315789473684,0.0,0.5859649122807018,0.1461188057863958,0.2658450704225352,0.05520668022217814
chopin-p15.mid,chopin,0.08497723823975721,1.5842185128983308,0.12291350531107739,0.025796661608497723,0.0,0.704855842185129,0.3423284693550949,0.5349544072948328,0.9313389796842232
chopin-p17.mid,chopin,0.06557377049180328,1.2459016393442623,0.21311475409836064,0.07377049180327869,0.0,1.0536202185792352,0.7604730051285508,1.0987654320987654,1.4408626733729615
chopin-p4.mid,chopin,0.6666666666666666,0.7435897435897436,0.23076923076923078,0.11538461538461539,0.0,1.1666666666666665,1.0496794871794866,1.1558441558441557,1.0606693090459336
chopin_op23.mid,chopin,1.773941635840526,0.6715988491574189,0.12988080558980683,0.043773119605425403,0.0,0.665707631182353,0.524117680972502,0.4766652960526312,1.5705189738651135
chopin-p16.mid,chopin,3.4949267192784665,0.2502818489289741,0.0,0.0005636978579481398,0.0,0.2852311161217587,0.011512432492891815,0.19836343115124153,0.013205560920055644
chopin-p5.mid,chopin,3.857142857142857,0.07142857142857142,0.0,0.0,0.0,0.2591269841269841,0.0021653754094230226,0.1288782816229117,0.015609958931653385
chopin-p1.mid,chopin,2.108108108108108,0.918918918918919,0.013513513513513514,0.0,0.0,0.43621399176954734,0.0468572710799505,0.41875,0.0979123263888891
chopin-p12.mid,chopin,3.1235059760956174,0.22310756972111553,0.10756972111553785,0.0,0.0,0.4027224435590969,0.13183300441439194,0.473,0.5035210000000001
chopin-p13.mid,chopin,0.17706237424547283,1.7223340040241448,0.026156941649899398,0.028169014084507043,0.0,0.6846076458752515,0.5684099567222246,0.4470766129032258,0.054784800582075965
chopin-p11.mid,chopin,0.3364485981308411,1.7476635514018692,0.018691588785046728,0.011682242990654205,0.0,0.5514018691588785,0.15331579177220722,0.36619718309859156,0.2279888249685909
chopin-p2.mid,chopin,0.5925925925925926,0.5925925925925926,0.2777777777777778,0.1111111111111111,0.0,1.330246913580247,1.1399081694863593,1.5188679245283019,2.8175161188244138
chopin_op18.mid,chopin,1.4844838505383153,0.9208359721342622,0.1272957568081064,0.02058264724509183,0.0,0.5542537470973193,0.2122331546680752,0.6806083650190118,0.765278801839623
chopin_op31.mid,chopin,2.654857142857143,0.3914285714285714,0.13885714285714285,0.0008571428571428571,0.0,0.46544888133673157,0.16963050667761456,0.3387393767705382,1.2077316339955377
chopin-p10.mid,chopin,1.5,0.4444444444444444,0.2361111111111111,0.08333333333333333,0.0,0.8298611111111112,0.5708791473765432,0.7323943661971831,0.3790914501091054
chopin-p3.mid,chopin,3.8771331058020477,0.0034129692832764505,0.013651877133105802,0.005119453924914676,0.0,0.3101535836177474,0.15007181941548528,0.21794871794871795,0.006985535831689678
chopin-p21.mid,chopin,0.0718562874251497,1.6167664670658684,0.10778443113772455,0.03293413173652695,0.0,0.687125748502994,0.2789809602352183,1.0120481927710843,6.821390985629265
chopin_op27_2.mid,chopin,3.5181576616474755,0.11691762621789194,0.054030115146147036,0.003985828166519044,0.0,0.3422645408916445,0.10651038213896909,0.20212765957446807,0.010833731535972226
chopin-p20.mid,chopin,4.0,0.0,0.0,0.0,0.0,0.25,0.0,5.142857142857143,3.26530612244898
chopin-p22.mid,chopin,0.045454545454545456,1.4545454545454546,0.17045454545454544,0.045454545454545456,0.0,0.7301136363636364,0.21196248708677687,1.3706896551724137,1.59606619104241
chopin_op27_1.mid,chopin,3.2280701754385963,0.08679593721144968,0.09418282548476455,0.024469067405355493,0.0,0.5256293600242625,0.32700211881851327,0.3328779599271415,0.91809582582673
chopin-p23.mid,chopin,3.5261958997722096,0.11389521640091116,0.03416856492027335,0.012528473804100227,0.0,0.35459377372816997,0.16143738876406954,0.1917808219178082,0.013258168094910332
chopin-p8.mid,chopin,2.6511627906976742,0.661498708010336,0.0,0.003229974160206718,0.0,0.39341085271317827,0.0900599423111592,0.1723803363518758,0.03307249987494793
chopin_op10_e12.mid,chopin,3.7976653696498053,0.01556420233463035,0.009727626459143969,0.014591439688715954,0.0,0.3424124513618677,0.19703711133653326,0.6379142300194932,0.32954204332577164
chopin-p9.mid,chopin,2.013245033112583,0.33112582781456956,0.2847682119205298,0.019867549668874173,0.0,0.6777041942604854,0.27360885731132634,0.30666666666666664,0.04345555555555547
chopin-p18.mid,chopin,3.753303964757709,0.0881057268722467,0.01762114537444934,0.0,0.0,0.2830396475770925,0.029194725300316325,0.32079646017699115,0.9595896311379123
chopin-p24.mid,chopin,2.740046838407494,0.4426229508196721,0.07845433255269321,0.007611241217798595,0.0,0.4153005464480874,0.14474182354120618,0.2672919109026964,0.07289852791815384
chopin_op10_e05.mid,chopin,1.974025974025974,0.7012987012987013,0.09090909090909091,0.032467532467532464,0.0,0.5422077922077922,0.22792629448473609,2.138157894736842,18.647944559864555
chopin-p19.mid,chopin,3.9706122448979593,0.006530612244897959,0.004081632653061225,0.0,0.0,0.33687074829931507,0.002028303021889032,0.16748366013072022,0.028866434918194146
chopin_op25_e12.mid,chopin,3.9300380228136884,0.012927756653992395,0.011026615969581748,0.0,0.0,0.2602661596958175,0.006786240946088567,0.12476226702168125,0.015624943483031024
chopin_op7_2.mid,chopin,0.8098159509202454,0.5644171779141104,0.3885480572597137,0.06339468302658487,0.0,0.8895705521472386,0.34653062675382046,0.7356557377049178,0.3008245244707208
chopin_op25_e11.mid,chopin,1.8844444444444444,0.4266666666666667,0.18222222222222223,0.04888888888888889,0.0,0.8318649045521307,0.8861946131735958,1.7035398230088483,13.990958462770054
chopin_op7_1.mid,chopin,1.417142857142857,0.8952380952380953,0.16380952380952382,0.017142857142857144,0.0,0.591111111111111,0.19754532627865937,0.5906488549618321,0.23396365871582267
chopin_op66.mid,chopin,3.7115117891816922,0.07836338418862691,0.01872399445214979,0.006067961165048544,0.0,0.3439089227924221,0.08919313456208978,0.18718927043588818,0.015809022757655795
beethoven_opus90_2.mid,beethoven,3.4331641285956005,0.20304568527918782,0.03510998307952622,0.0025380710659898475,0.0,0.3159193457416804,0.04179230671166068,0.2452391028353787,0.027117386521939162
beethoven_opus90_1.mid,beethoven,2.297640653357532,0.20508166969147004,0.22686025408348456,0.04809437386569873,0.0,0.6547186932849365,0.41477204730331535,0.6666666666666666,3.3106267029972867
beethoven_pathetique_1.mid,beethoven,2.656506447831184,0.48710433763188743,0.046014067995310666,0.023007033997655333,0.0,0.43261527940601796,0.16642655552008395,0.2808560539431252,0.4247844914460527
beethoven_pathetique_2.mid,beethoven,2.3882783882783882,0.42124542124542125,0.18681318681318682,0.0027472527472527475,0.0,0.47206959706959706,0.11749166711391922,0.2665137614678899,0.1861442171908464
beethoven_pathetique_3.mid,beethoven,1.272145144076841,0.9818569903948773,0.12860192102454643,0.029082177161152616,0.0,0.6217093561010303,0.261115476062114,0.44714361986118883,0.41921931335921603
beethoven_opus10_2.mid,beethoven,1.5806060606060606,0.4290909090909091,0.26545454545454544,0.06181818181818182,0.0,0.8125252525252502,0.4417724109784769,0.5388349514563107,0.6234918465453827
beethoven_opus10_3.mid,beethoven,2.709855272226051,0.48518263266712613,0.061337008959338385,0.004824259131633356,0.0,0.4155754651964164,0.19161474464959108,0.4651724137931037,0.6849652001585399
beethoven_mond_1.mid,beethoven,3.393548387096774,0.04516129032258064,0.05698924731182796,0.03225806451612903,0.0,0.5367383512544756,0.3660487403810371,0.2884822389666332,0.012699538286387658
beethoven_mond_3.mid,beethoven,3.6671575846833577,0.10702012763868433,0.020127638684339717,0.003681885125184094,0.0,0.3136352479135971,0.09936550367658178,0.259759391112203,0.4220291097970289
beethoven_opus10_1.mid,beethoven,0.6176016469377251,1.0509521358723624,0.22593926917138446,0.04709212557900155,0.0,0.7999227997941318,0.47434765230055426,0.5938465499485069,0.8203745106102979
beethoven_mond_2.mid,beethoven,0.23703703703703705,0.2814814814814815,0.4444444444444444,0.17777777777777778,0.0,1.488888888888889,0.9295061728395061,1.5520446096654275,8.021454927378008
beethoven_elise.mid,beethoven,3.5798090040927693,0.19918144611186903,0.005457025920873124,0.0,0.0,0.2835820895522388,0.012054438346485527,0.25339673913043476,0.16103163849178304
beethoven_les_adieux_3.mid,beethoven,3.0499001996007986,0.33692614770459084,0.05748502994011976,0.005788423153692615,0.0,0.3811377245508982,0.1404043609387971,0.31719249201277955,0.34569982556663326
beethoven_les_adieux_2.mid,beethoven,2.575916230366492,0.2879581151832461,0.15968586387434555,0.02225130890052356,0.0,0.5641361256544503,0.3980462432499109,0.43832020997375326,0.14350531478840733
beethoven_les_adieux_1.mid,beethoven,3.161174355901738,0.25524266027561415,0.03055721989215099,0.025763930497303775,0.0,0.4081286199320951,0.17543555658786433,0.36226019184652286,0.9287320817806237
beethoven_waldstein_3.mid,beethoven,3.4053315105946687,0.17634996582365003,0.05673274094326726,0.0018796992481203006,0.0,0.3334757347915275,0.052448810131184034,0.3618803418803431,4.629465220249915
beethoven_opus22_1.mid,beethoven,3.4220264317180615,0.13215859030837004,0.04757709251101322,0.013215859030837005,0.0,0.37885462555066,0.1939997649651571,0.3116921269095182,1.5043829768945367
beethoven_appass_1.mid,beethoven,2.4314570428225153,0.5892809049286292,0.06975491516294102,0.011042283867492593,0.0,0.4818879612173462,0.2919838761267402,0.4222790948275865,1.0017831857555113
beethoven_waldstein_2.mid,beethoven,2.2650602409638556,0.6265060240963856,0.12048192771084337,0.0,0.0,0.4417670682730924,0.06806140223544781,0.503030303030303,1.1474655647382874
beethoven_opus22_2.mid,beethoven,1.9318734793187349,0.7104622871046229,0.13381995133819952,0.012773722627737226,0.0,0.5436698717948718,0.2709294807589561,0.40974729241877256,0.32386741842260747
beethoven_appass_3.mid,beethoven,3.669002939181551,0.06285326701333936,0.04092245082523174,0.005200090436355415,0.0,0.3143228577888312,0.06751454072478828,0.25412709181365906,0.0689798388152564
beethoven_hammerklavier_4.mid,beethoven,3.06521274321146,0.18943767372247167,0.12187299550994227,0.008552490912978406,0.0,0.4176745172925909,0.12608198162023684,0.26987832484436897,0.6916824083230162
beethoven_appass_2.mid,beethoven,2.6903914590747333,0.35587188612099646,0.1387900355871886,0.005338078291814947,0.0,0.4306049822064057,0.10898919508786953,0.5142602495543672,1.362690287588057
beethoven_opus22_3.mid,beethoven,2.721549636803874,0.4487489911218725,0.08393866020984665,0.005649717514124294,0.0,0.40092816787732044,0.0945532143720267,0.29382067851373184,0.2680211859375042
beethoven_waldstein_1.mid,beethoven,3.4876388391257613,0.10247223217484773,0.03690433536366894,0.012540308133285561,0.0,0.42024961184759835,0.32960567836831045,0.2754434689123826,0.4385336806770921
beethoven_hammerklavier_1.mid,beethoven,3.2312412831241284,0.2783821478382148,0.04602510460251046,0.003486750348675035,0.0,0.34693165969316603,0.060443862833091076,0.2949218750000007,1.0810905940949012
beethoven_opus22_4.mid,beethoven,2.361842105263158,0.6348684210526315,0.08799342105263158,0.002055921052631579,0.0,0.4221491228070175,0.08317763638811841,0.3257201646090535,0.48747633321478767
beethoven_hammerklavier_3.mid,beethoven,2.4347826086956523,0.49052396878483834,0.13377926421404682,0.006131549609810479,0.0,0.4651851851851853,0.14934348422496552,0.6228216536892843,1.9966176593308829
beethoven_hammerklavier_2.mid,beethoven,2.7712418300653594,0.5163398692810458,0.049019607843137254,0.0,0.0,0.3391472868217052,0.035859285800132236,0.7536443148688047,5.1832755106763395
haydn_43_1.mid,haydn,3.09106239460371,0.15261382799325462,0.10750421585160203,0.021711635750421586,0.0,0.5051644182124786,0.18918601849784528,0.33951919021510485,0.12315752691745564
haydn_43_2.mid,haydn,1.1811023622047243,0.9566929133858267,0.17716535433070865,0.024606299212598427,0.0,0.6028543307086615,0.18122708901667803,0.5897435897435898,1.2882971729125579
haydn_8_4.mid,haydn,3.0555555555555554,0.4166666666666667,0.027777777777777776,0.0,0.0,0.32569444444444445,0.028471739969135806,0.1991643454038997,0.0153474910964378
haydn_43_3.mid,haydn,2.4296875,0.6787109375,0.04248046875,0.00537109375,0.0,0.39444986979166696,0.0733250445789769,0.3138739618954571,0.05839976200073367
haydn_8_1.mid,haydn,2.155844155844156,0.8246753246753247,0.04220779220779221,0.003246753246753247,0.0,0.4053030303030304,0.05849280139052823,0.28536585365853656,0.05180932866239266
haydn_8_3.mid,haydn,1.8484848484848484,0.8712121212121212,0.10227272727272728,0.0,0.0,0.4400252525252525,0.05153770980002066,0.2718631178707224,0.05536801168153363
haydn_8_2.mid,haydn,1.90990990990991,0.22522522522522523,0.38288288288288286,0.013513513513513514,0.0,0.6283783783783785,0.16332379676974232,0.4298642533936651,0.16438716106003853
haydn_40_1.mid,haydn,2.2925089179548155,0.6599286563614745,0.0850178359096314,0.005945303210463734,0.0,0.4453032104637337,0.13090144393341002,0.35246876859012494,0.1758021211906387
haydn_40_2.mid,haydn,2.700854700854701,0.5025641025641026,0.07264957264957266,0.00042735042735042735,0.0,0.38368945868945875,0.05884246576732239,0.40889649272882805,0.21603719116819523
haydn_9_3.mid,haydn,3.421965317919075,0.13872832369942195,0.07514450867052024,0.0,0.0,0.3236994219653179,0.04117244144475257,0.27391304347826084,0.04598613736609955
haydn_9_2.mid,haydn,2.2092457420924574,0.21654501216545013,0.30170316301703165,0.018856447688564478,0.0,0.6326034063260301,0.19891065942067793,0.4220462850182701,0.1403909406104375
haydn_9_1.mid,haydn,0.9411764705882353,1.0084033613445378,0.226890756302521,0.01680672268907563,0.0,0.6407563025210088,0.13372407786644086,0.6947368421052628,0.611258848876575
haydn_7_3.mid,haydn,2.876595744680851,0.37446808510638296,0.09361702127659574,0.0,0.0,0.36099585062240663,0.05087148407683519,0.22714681440443213,0.050493429045715625
haydn_7_2.mid,haydn,1.76,0.4088888888888889,0.32666666666666666,0.014444444444444444,0.0,0.6016666666666667,0.16924722222222224,0.5857461024498887,0.38156742774093383
haydn_7_1.mid,haydn,1.7297297297297298,0.8986486486486487,0.11148648648648649,0.0033783783783783786,0.0,0.46030405405405406,0.06915902917275384,0.29491525423728815,0.16810973858086758
haydn_33_1.mid,haydn,3.3378226711560046,0.20089786756453423,0.04882154882154882,0.00813692480359147,0.0,0.34783015338570916,0.08448712366490913,0.29183043234138123,0.13901071153004935
haydn_33_2.mid,haydn,1.344,0.584,0.328,0.022,0.0,0.7003333333333334,0.23089433333333254,0.9076305220883534,0.9811488255565773
haydn_33_3.mid,haydn,2.561172161172161,0.2754578754578755,0.21465201465201464,0.003663003663003663,0.0,0.4943833943833952,0.1353367891096828,0.35117302052785926,0.09185346273251864
haydn_35_1.mid,haydn,3.5294897282968853,0.09410205434062292,0.05036447978793903,0.007620941020543406,0.0,0.4112823061630214,0.14676386264914795,0.3132250580046499,0.2024047391327192
haydn_35_2.mid,haydn,3.621468926553672,0.10451977401129943,0.031073446327683617,0.005649717514124294,0.0,0.3165018832391714,0.07162308960725441,0.23462897526501766,0.4587301626940024
haydn_35_3.mid,haydn,1.9848648648648648,0.6291891891891892,0.13837837837837838,0.025405405405405406,0.0,0.6248648648648661,0.36283218894569963,0.5064935064935054,0.23259672326230715
mozart_570_2.mid,mozart,2.658682634730539,0.4448246364414029,0.09923011120615911,0.006843455945252352,0.0,0.42001710863986313,0.11625029910849205,0.2949486301369863,0.083703079552918
mozart_570_3.mid,mozart,2.3469246717346235,0.6468555632342778,0.07671043538355218,0.0065653075328265375,0.0,0.4153420870767105,0.08169505114044773,0.33367911479944673,0.07598535761360094
mozart_570_1.mid,mozart,1.6369710467706013,0.8619153674832962,0.10523385300668152,0.027282850779510023,0.0,0.5606440237564958,0.27861242240242756,0.3486494012809802,0.11967166516185263
mozart_330_2.mid,mozart,2.027700831024931,0.667590027700831,0.10803324099722991,0.025623268698060944,0.0,0.5338180978762695,0.23638134395070762,0.41400832177531205,0.1807700174989402
mozart_545_2.mid,mozart,3.623580313683072,0.057328285559762035,0.05462412114656571,0.005408328826392645,0.0,0.3338675213675211,0.07082414484257603,0.16889363976483165,0.026792950205405237
mozart_332_1.mid,mozart,1.445635528330781,0.7120980091883614,0.24808575803981622,0.017228177641653904,0.0,0.6158754466564574,0.22051451775173408,0.5262351589429336,0.37424788393173813
mozart_545_3.mid,mozart,3.638157894736842,0.14144736842105263,0.01644736842105263,0.001644736842105263,0.0,0.28988486842105265,0.03037876963945637,0.2553542009884679,0.28261136548070426
mozart_330_3.mid,mozart,3.2206642066420663,0.3011070110701107,0.03911439114391144,0.0025830258302583027,0.0,0.3358548585485852,0.05041902116438234,0.2502768549280177,0.13009354133256412
mozart_330_1.mid,mozart,3.47012987012987,0.21298701298701297,0.025974025974025976,0.0,0.0,0.30505050505050535,0.024560831985075565,0.25887830229536596,0.0904545956992691
mozart_545_1.mid,mozart,3.240366972477064,0.1908256880733945,0.0889908256880734,0.0027522935779816515,0.0,0.35825688073394496,0.07658320006733439,0.26709499770536943,0.049013635307698485
mozart_332_3.mid,mozart,2.66044142614601,0.532258064516129,0.053480475382003394,0.007640067911714771,0.0,0.4020585738539898,0.12358694789904348,0.3125132668223307,0.3035462767114359
mozart_332_2.mid,mozart,0.9482758620689655,1.1961206896551724,0.13685344827586207,0.011314655172413793,0.0,0.5828843390804596,0.19005158240799244,0.3408845738942825,0.2640715895774487
mozart_311_2.mid,mozart,2.7263157894736842,0.40789473684210525,0.09868421052631579,0.007894736842105263,0.0,0.4098773543583005,0.09555180274166589,0.2680921052631579,0.26464891841720617
mozart_311_3.mid,mozart,3.0201224846894137,0.326334208223972,0.07349081364829396,0.004155730533683289,0.0,0.3852435112277632,0.11810099786179969,0.36061269146608316,0.27471778653476997
mozart_311_1.mid,mozart,3.0805194805194804,0.3445887445887446,0.051515151515151514,0.0025974025974025974,0.0,0.346969696969697,0.061700773973501245,0.25985275010827197,0.1289240243210255
mozart_333_3.mid,mozart,1.8707692307692307,0.7367032967032967,0.13230769230769232,0.013406593406593406,0.0,0.5310536314481946,0.21365279896496248,0.39846491228070324,0.27248180529906424
mozart_331_1.mid,mozart,3.295208655332303,0.2596599690880989,0.04142194744976816,0.002472952086553323,0.0,0.33165893869139623,0.057401026043663206,0.29344465058750774,0.12378682193815399
mozart_333_2.mid,mozart,2.621468926553672,0.4152542372881356,0.1228813559322034,0.007062146892655367,0.0,0.4463276836158192,0.141226313213532,0.3431095406360424,0.22874227421993032
mozart_331_2.mid,mozart,0.973032471106219,1.1777655476059439,0.1441937259218492,0.011832691249312053,0.0,0.5608603925885159,0.12579442269163177,0.4101046255506608,0.30059861240151176
mozart_331_3.mid,mozart,3.709978463747308,0.04594400574300072,0.04379038047379756,0.002871500358937545,0.0,0.3004307250538406,0.04407375561017065,0.31896551724137934,0.10300237812128417
mozart_333_1.mid,mozart,2.3609341825902335,0.6454352441613588,0.08365180467091295,0.0016985138004246285,0.0,0.41047035628784423,0.06285767671360741,0.27868159729558417,0.0676989167900115
